sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
"So, while naked, he stole a car with children inside, dropped one out of the window, and drove it through a fence.","['car', 'children']",18,-1,[],False,00:00:17
"They signed him up and sent him to Dakar, to a regiment of Senegalese infantrymen that was leaving for Verdun in 1917.","['regiment', 'infantrymen']",13,0,"('regiment', 'infantrymen')",True,00:00:46
Bernanke is featured on the cover of the magazine that hits stores Friday.,"['cover', 'magazine']",2,1,"('magazine', 'cover')",True,00:00:42
Myth-making is a major theme of the exhibition as witnessed in the massive seven-piece sculpture.,"['Myth-making', 'exhibition']",15,-1,[],False,00:00:37
The clock has a LCD display with the following fields: DayOfWeek Date X Time (offset to utc).,"['clock', 'display']",3,0,"('clock', 'display')",False,00:00:30
The key matches the private key that the sender used to encrypt it.,"['key', 'sender']",10,1,"('sender', 'key')",False,00:00:27
A polarized plug has two blades with one wider than the other.,"['plug', 'blades']",3,-1,[],False,00:00:42
"So, just to be clear, Sir Gawain and the Green Knight, as we have come to call it, is an untitled poem written by an unknown author in about 1400.","['poem', 'author']",16,1,"('author', 'poem')",False,00:00:22
"When I came, the second group of popcorn kernels was stored in the refrigerator, and the third group was stored in the freezer.","['group', 'refrigerator']",4,-1,[],False,00:00:31
Percentages denote the interest rate.,"['Percentages', 'rate']",18,-1,[],False,00:00:35
He easily put the syringe in a beaker of water.,"['syringe', 'beaker']",6,-1,[],False,00:00:27
Amazon put ads into Kindle books.,"['ads', 'books']",6,-1,[],False,00:00:35
"In autumn, a gaggle of tagged Canada geese takes over the waterfront lawn and wild ducks land on the lake.","['gaggle', 'geese']",13,1,"('geese', 'gaggle')",True,00:00:40
The president increased the fleet by the construction of one high-class cruiser.,"['president', 'construction']",18,0,"('president', 'construction')",False,00:00:21
"In preparing this study, the Pew Forum devised a battery of measures, phrased as questions, to gauge the levels of government and social restrictions on religion in each country.","['battery', 'measures']",13,0,"('battery', 'measures')",True,00:00:47
"Every couple of seconds, the flame flares up, and sometimes a small fireball detaches itself, float to the ceiling of the oven.","['ceiling', 'oven']",2,-1,[],False,00:00:22
This film was taken by B-17 flight personnel during World War Two as the two German saucers attacked a squadron of bombers.,"['squadron', 'bombers']",13,-1,[],False,00:00:32
Each wolf in his pack plays a character befitting his social status.,"['wolf', 'pack']",12,-1,[],False,00:00:56
The players flew to Lexington on a plane separate from the team.,"['players', 'plane']",11,-1,[],False,00:00:24
Now we are beginning to understand how the brain works using brain-machine interface technology.,"['brain', 'technology']",18,1,"('technology', 'brain')",False,00:00:37
Regulations limit the use of RFID technology for human tracking.,"['technology', 'tracking']",18,0,"('technology', 'tracking')",False,00:00:23
I was a little worried about making an ascent of the crux with a backpack.,"['ascent', 'backpack']",18,-1,[],False,00:00:40
Kidd passed Jackson on the career assists list with an alley-oop pass to Rodrigue Beaubois with 10:53 left in the third quarter.,"['assists', 'list']",15,0,"('assists', 'list')",False,00:00:43
The body of a missing Fort Benning soldier was discovered inside a piece of air conditioning equipment Friday at a downtown hotel.,"['body', 'equipment']",4,-1,[],False,00:00:23
The rest was funded from her small family savings.,"['rest', 'savings']",8,1,"('savings', 'rest')",False,00:00:27
"The end of the rod of the mute's spindle (outside the bassoon) is bent through an angle of 90 degrees, where the communicator-gearing leads up to it.","['rod', 'spindle']",2,-1,[],False,00:00:30
Implementation of this proposal is being discussed at the state level.,"['Implementation', 'level']",18,-1,[],False,00:00:33
"When approaching the Observatory, they unlock the padlock on the gate of the security fence, and entered the Observatory grounds and relock the gate.","['padlock', 'gate']",2,-1,[],False,00:00:51
This is based on the notion that a human is basically a purpose driven animal.,"['purpose', 'animal']",18,-1,[],False,00:00:26
This orange marigold was the flower that people used to remember their dead by.,"['flower', 'people']",10,-1,[],False,00:00:34
"He stuffed the letter into an empty lemonade bottle, corked it, tossed it overboard, and forgot.","['letter', 'bottle']",6,-1,[],False,00:00:31
A huddle of photographers was waiting outside the courtroom.,"['huddle', 'photographers']",13,1,"('photographers', 'huddle')",False,00:00:25
"In addition, the CPU bus of the non-safety controller is connected to each safety unit of the safety controller.","['bus', 'controller']",2,-1,[],False,00:00:28
"Students and local residents have worked together to produce 10000 bricks, and the mason has completed most of the work on the first guest house.","['Students', 'bricks']",17,-1,[],False,00:00:03
This is supplemented by columns and articles reflecting on fantasy literature's past as well as the occasional interview.,"['columns', 'past']",14,-1,[],False,00:00:08
The charger was in a suitcase that was lost by the airline.,"['charger', 'suitcase']",4,-1,[],False,00:00:01
