sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
"The Japanese team conducted their preliminary research on mice, with a cancer gene among the regulators, and created in the process a mischief of clone mice.","['mischief', 'mice']",13,-1,[],False,00:00:46
"The acidity is caused by the gradual buildup of carbon dioxide (CO2) in the atmosphere, dissolving into the oceans.","['acidity', 'carbon dioxide']",1,1,"('carbon dioxide', 'acidity')",False,00:00:21
The European colonial expansion to the Americas resulted in massive population movements from the Old World to the New World.,"['expansion', 'movements']",0,0,"('expansion', 'movements')",False,00:00:17
Workers take wax from wax producing workers and build the comb with it.,"['wax', 'workers']",16,1,"('workers', 'wax')",False,00:00:21
The author identifies the Piper with the devil.,"['author', 'devil']",18,-1,[],False,00:00:50
"A faction of Sikh leaders took over a gurdwara in this Haryana town, which was controlled by Amritsar-based Shiromani Gurdwara Parbandhak Committee (SGPC).","['faction', 'leaders']",13,-1,[],False,00:00:40
The law-maker narrowly escaped by fleeing from his house on a horse.,"['law-maker', 'horse']",11,0,"('law-maker', 'horse')",False,00:00:27
"When the loading time was completed, the sliding bar of the injector was displaced manually to the other resting position (dashed area).","['bar', 'injector']",2,-1,[],False,00:00:38
"Cambodian troops arrived to areas in Chad, Central African Republic where US forces had settled already.","['troops', 'areas']",6,-1,[],False,00:00:23
Highways are falling into disrepair.,"['Highways', 'disrepair']",18,0,"('Highways', 'disrepair')",False,00:00:25
"Witness Ryan Jones tried to stop the fleeing Diaz, Jones became caught on the door of the truck and was dragged for a distance.","['door', 'truck']",2,-1,[],False,00:00:33
"The tea was in a mug my husband, Larry, had ordered from some company online.","['tea', 'mug']",4,-1,[],False,00:00:21
"While making observations the microfossil through the binocular microscope or on a computer monitor, the investigator needed to manually move the specimen.","['observations', 'monitor']",18,1,"('monitor', 'observations')",True,00:00:46
A while ago I was walking along the Nibenay Basin when I stumbled upon a harras of wild horses.,"['harras', 'horses']",13,1,"('horses', 'harras')",False,00:00:30
On the way in we saw a big raft of Eider ducks and there were some tiny babies with them.,"['raft', 'ducks']",13,1,"('ducks', 'raft')",False,00:00:26
Another 40 million people have been pushed into hunger this year.,"['people', 'hunger']",18,-1,[],False,00:00:21
He grabbed and put all dirty clothing in a hamper.,"['clothing', 'hamper']",6,-1,[],False,00:00:23
"Each recipe features an anecdote by a band that performed via the Hope Collective, a popular punk booking collective in Dublin.","['anecdote', 'band']",16,1,"('band', 'anecdote')",False,00:00:22
"The writer has a 'bottle of ink, a pen and a blotter'.","['writer', 'ink']",11,-1,[],False,00:00:26
"The city has constructed some tourism facilities and a new police station in the showcase area, but no new houses are to be built here.","['city', 'station']",17,0,"('city', 'station')",False,00:00:37
"The straight, blue ion tail is caused by the solar wind and the curved dust tail is caused by solar radiation pressure.","['tail', 'solar wind']",1,1,"('solar wind', 'tail')",False,00:00:24
The ocean exploration is now moving into deeper waters.,"['exploration', 'waters']",6,-1,[],False,00:00:26
"Infectious diseases or communicable diseases are caused by bacteria, viruses, and parasites.","['Infectious diseases', 'parasites']",1,1,"('parasites', 'Infectious diseases')",False,00:00:24
Proposals to simplify the university admissions process have been outlined at a conference of secondary school head teachers.,"['Proposals', 'conference']",15,-1,[],False,00:00:38
"During the reign of King Richard II, this was replaced by a hammerbeam roof by the royal carpenter Hugh Herland, ""the greatest creation of medieval timber architecture"".","['roof', 'carpenter']",16,1,"('carpenter', 'roof')",False,00:00:15
"To prepare for his exam, the student visited the ISA website.","['student', 'website']",11,-1,[],False,00:00:48
The Football Club has rescheduled the trials to the next day due to recent wet weather.,"['trials', 'day']",6,-1,[],False,00:00:25
The second lesson points to the predominant role of quality over quantity.,"['lesson', 'predominant']",14,0,"('lesson', 'predominant')",True,00:00:34
"Many times, journalists become the topic for discussion among political party supporters at press conferences.","['journalists', 'discussion']",15,0,"('journalists', 'discussion')",False,00:00:23
Women improve lives of their families with the help of a few sheep.,"['Women', 'sheep']",11,-1,[],False,00:00:45
The definition of the vCard Specification made use of a number of existing standards.,"['definition', 'standards']",11,1,"('standards', 'definition')",False,00:00:30
All your posts are imported into the standard Wordpress installation.,"['posts', 'installation']",6,-1,[],False,00:00:32
"Without wasting time, a medical team of the army rushed to the house of the militant and provided emergent medical treatment to her.","['team', 'army']",2,1,"('army', 'team')",False,00:00:26
The report provides a full account of the societal impacts of car production.,"['report', 'societal impacts']",14,1,"('societal impacts', 'report')",True,00:00:42
"The Siege started rather slow, with a regiment of lightly armored swordsmen ramming down the gate.","['regiment', 'swordsmen']",13,0,"('regiment', 'swordsmen')",False,00:00:32
"On this basis, the vibronically coupled CD bands of lutein diacetate are attributed to an excitonic interaction arose from the twisted nematic layers.","['interaction', 'layers']",1,1,"('layers', 'interaction')",False,00:00:18
PSA is a chemical produced exclusively by the prostate gland to liquefy semen.,"['chemical', 'gland']",16,1,"('gland', 'chemical')",False,00:00:14
"The pension crisis has been caused by the escalating cost of funding ""copper bottomed"" final salary pension schemes still provided, unlike most companies, by councils and other public sector employers such as Transport for London.","['crisis', 'cost']",1,1,"('cost', 'crisis')",False,00:00:15
The editors have inserted narration into the description.,"['narration', 'description']",6,-1,[],False,00:00:42
A blood clot is a normal reaction of the body that occurs if a blood vessel is injured.,"['blood', 'clot']",18,0,"('blood', 'clot')",False,00:00:29
"A third of the injuries are caused by illegally obtained fireworks, and burns account for half the injuries.","['injuries', 'fireworks']",1,1,"('fireworks', 'injuries')",False,00:00:16
The icon is generally a flat panel painting depicting a holy being or object.,"['painting', 'being']",14,1,"('being', 'painting')",False,00:00:22
The weather is still the main talking point on the front pages.,"['weather', 'front pages']",15,0,"('weather', 'front pages')",False,00:00:28
Their relationship is thrown into chaos.,"['relationship', 'chaos']",18,0,"('relationship', 'chaos')",False,00:00:15
"I wanted to breastfeed him when he was hungry and I noticed that he wasn't approving of my breast, so I gave him a bottle with formula in it.","['bottle', 'formula']",5,-1,[],False,00:00:25
The mess was rapidly cleaned by one of the waiters with a mop and disinfectant and the meal continued.,"['waiters', 'mop']",11,0,"('waiters', 'mop')",False,00:00:31
"The skies were also filled with a desert of lapwings and a congregation of golden plover, mixed together in a cloud of birds which filled the sky as they escaped a passing (but unseen by me) predator.","['desert', 'lapwings']",13,-1,[],False,00:00:44
One of the few clear and non-controversial norms governing issues of state succession are the customary rules enshrined in article 11.,"['norms', 'issues']",14,0,"('norms', 'issues')",True,00:00:50
"The bomb was hidden in a Toshiba radio-cassette player which in turn, was inside a brown Samsonite suitcase.","['bomb', 'radio-cassette player']",4,-1,[],False,00:00:26
"Only I had a key to that door, the door was unlocked earlier, the key was locked in a safe and only I had access to the key.","['key', 'safe']",4,1,"('safe', 'key')",False,00:00:21
"Peter Gast ""corrected"" Nietzsche's writings even after the philosopher's breakdown and so without his approval.","['philosopher', 'breakdown']",18,0,"('philosopher', 'breakdown')",True,00:00:37
The flapper of the first stage hydraulic amplifier is rigidly attached to the midpoint of the armature flapper.,"['flapper', 'amplifier']",2,1,"('amplifier', 'flapper')",True,00:00:42
There are three techniques for properly decanting wine in a carafe.,"['wine', 'carafe']",4,-1,[],False,00:00:52
"In addition to the threat from cable television, analog terrestrial television is now also subject to competition from satellite television and distribution of video and film content over the Internet.","['threat', 'television']",1,-1,[],False,00:00:34
Access to the citations contained in the book is rather difficult.,"['citations', 'book']",2,1,"('book', 'citations')",False,00:00:25
"The spider was contained in a glass box, but it was big enough and close enough to have the desired effect.","['spider', 'glass box']",4,-1,[],False,00:00:15
The safest place in Korea was right behind a platoon of marines.,"['platoon', 'marines']",13,-1,[],False,00:00:49
"The innovative techniques consist of plantation of appropriate horticultural crops, fodder trees and medicinal plants along with micro-irrigation facilities.","['plantation', 'crops']",18,0,"('plantation', 'crops')",False,00:00:28
World's slimmest USB flash drive fits comfortably in a wallet.,"['drive', 'wallet']",4,-1,[],False,00:00:30
