sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
The exhibition The Art of the Motorcycle caused a revolution on the museum scene with its presentation of the motorcycle as a metaphor of the 20th century.,"['exhibition', 'revolution']",0,0,"('exhibition', 'revolution')",00:00:09
Pressures occur throughout life and those pressures cause stress.,"['pressures', 'stress']",0,0,"('pressures', 'stress')",00:00:08
The drugs cause unconsciousness and cardiac arrest separately.,"['drugs', 'unconsciousness']",0,0,"('drugs', 'unconsciousness')",00:00:07
Electrolysis of the resulting mixture caused the reduction of the aluminum ions in the Al2O3.,"['Electrolysis', 'reduction']",0,0,"('Electrolysis', 'reduction')",00:00:08
"Many different bacteria, protozoa and viruses cause food poisoning, but most cases are the result of just a few species of bacteria.","['protozoa', 'poisoning']",0,0,"('protozoa', 'poisoning')",00:00:08
One sad (excuse the pun) consequence is that a winter of suffering from SAD adds to the weight gain caused by the antidepressants.,"['weight gain', 'antidepressants']",1,1,"('antidepressants', 'weight gain')",00:00:12
"The structural deficit has been caused by the series of tax cuts, not the recession or defense needs.","['deficit', 'tax cuts']",1,1,"('tax cuts', 'deficit')",00:00:12
"It took a long time to undo the damage that has been caused by the crisis of confidence, damage whose effects are just now beginning to make themselves felt in a slow, glacial collapse.","['damage', 'crisis']",1,1,"('crisis', 'damage')",00:00:09
The rescue teams found 17 of the 25 crew thrown into the sea when the tanker caught fire after the collision.,"['fire', 'collision']",1,1,"('collision', 'fire')",00:00:11
"Trauma to the face and nasal area causes nosebleeds, such as getting punched or violently slapped.","['Trauma', 'nosebleeds']",0,0,"('Trauma', 'nosebleeds')",00:00:11
Some comments from readers highlight the frustration and inconvenience caused by the 3-pin system.,"['frustration', 'system']",1,1,"('system', 'frustration')",00:00:10
"Pneumonia is an inflammation of the lungs caused by bacteria, viruses, or chemical irritants.","['inflammation', 'irritants']",1,1,"('irritants', 'inflammation')",00:00:16
The blockages are caused by a build-up of fatty plaque along the artery walls.,"['blockages', 'fatty plaque']",1,1,"('fatty plaque', 'blockages')",00:00:09
The demise of the bees has been caused by the globalization of commerce.,"['demise', 'commerce']",1,1,"('commerce', 'demise')",00:00:14
Staphylococcal food poisoning is caused by eating food contaminated with Staphylococcus aureus.,"['food poisoning', 'eating']",1,1,"('eating', 'food poisoning')",00:00:08
"Properties of the soils developed from the amphibolites of Santiago-Ponte Ulla, Spain.","['Properties', 'amphibolites']",0,1,"('amphibolites', 'Properties')",00:00:14
"Solar disturbances such as flares, prominences, and sunspots increase the amount of radiation from the sun.","['radiation', 'sun']",1,1,"('sun', 'radiation')",00:00:10
"The results support the theoretical model conceptualizing alcohol use and misuse as being the product of stress caused by constraints and resources brought to bear simultaneously by agent personality, structures of daily life, and macro social structures.","['stress', 'resources']",1,1,"('resources', 'stress')",00:00:11
"A significant portion of head and neck cancers, anal cancers, and cancer of the larynx are caused by the human papillomavirus.","['cancers', 'papillomavirus']",1,1,"('papillomavirus', 'cancers')",00:00:09
"Overpopulation and poverty cause tension not only within communities and countries, but throughout the world.","['Overpopulation', 'tension']",0,0,"('Overpopulation', 'tension')",00:00:10
The only light in the house was radiating from the TV screen.,"['light', 'screen']",1,1,"('screen', 'light')",00:00:08
"In economic terms, the ecological catastrophe caused by the Prestige oil spill is comparable with that caused by the Exxon Valdez.","['catastrophe', 'spill']",1,1,"('spill', 'catastrophe')",00:00:10
"Biomagnetic Research, in Arizona, makes a range of devices for neutralizing radiation from computers and other sources.","['radiation', 'computers']",1,1,"('computers', 'radiation')",00:00:20
The family members also get great joy from dogs doing tricks and great for family activities.,"['joy', 'dogs']",1,1,"('dogs', 'joy')",00:00:13
The US forces have withdrawn due to the damage caused by the eruption and the typhoon.,"['damage', 'typhoon']",1,1,"('typhoon', 'damage')",00:00:10
"The riot resulted in the deaths of 196 people, and led to a major reform in the country's economic policy favouring the Malays.","['riot', 'deaths']",0,0,"('riot', 'deaths')",00:00:08
"Canine flea infestation is caused by fleas, which are small, wingless blood-sucking insects.","['flea', 'infestation']",0,0,"('flea', 'infestation')",00:00:14
Stella Liebeck is the woman who sued McDonalds after she suffered a serious burn after the spilling of a cup of coffee on her lap.,"['burn', 'spilling']",1,1,"('spilling', 'burn')",00:00:08
"The bending caused a fracture on the tension side of the test specimen, but the UHMP fiber ribbon held the fractured parts together.","['bending', 'fracture']",0,0,"('bending', 'fracture')",00:00:08
"Following a decision made by the Typhoon Committee in cooperation with United Nations agencies and the League of Red Crescent Societies, ESCAP compiles every year region-wide statistics and reports on the harm caused by tropical cyclones, floods, droughts and other severe weather events.","['harm', 'floods']",1,1,"('floods', 'harm')",00:00:09
The influx caused a further drain on the country's already scanty resources.,"['influx', 'drain']",0,0,"('influx', 'drain')",00:00:08
This ingredient also repairs the damage that has been caused by the sun.,"['damage', 'sun']",1,1,"('sun', 'damage')",00:00:12
"Apparently, beyond the damage caused by the smoke and the water, the structure of the store itself it was not overly damaged.","['damage', 'water']",1,1,"('water', 'damage')",00:00:07
"Individuals with this change, or with similar mutations in the USH2A gene, develop moderate to severe hearing loss and retinitis pigmentosa, a disorder that results in loss of vision.","['disorder', 'loss']",0,0,"('disorder', 'loss')",00:00:09
The Germanic migrations of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.,"['migrations', 'destruction']",1,1,"('destruction', 'migrations')",00:00:17
The reference signal was generated from an auxiliary photomultiplier (RCA 1P28) with a quantum counter.,"['signal', 'photomultiplier']",1,1,"('photomultiplier', 'signal')",00:00:12
The electromagnetic (EM) radiation from the sun arrives mostly in the form of visible and infrared wavelengths.,"['radiation', 'sun']",1,1,"('sun', 'radiation')",00:00:10
The pseudolesion was caused by drainage of the paraumbilical vein.,"['pseudolesion', 'drainage']",1,1,"('drainage', 'pseudolesion')",00:00:08
"User-edited article about Salmonellosis, the infection caused by Salmonella bacteria, leading to diarrhea, fever, vomiting, and abdominal cramps.","['infection', 'bacteria']",1,1,"('bacteria', 'infection')",00:00:09
This paper presents the results of a survey of the building damage caused by the ash fall from the cataclysmic eruption of Mount Pinatubo.,"['damage', 'eruption']",1,1,"('eruption', 'damage')",00:00:12
"The earthquake caused the failures of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems.","['earthquake', 'failures']",0,0,"('earthquake', 'failures')",00:00:09
"The guy put up a fight, so the mugger takes out a gun and shoots him, point blank.","['guy', 'fight']",0,0,"('guy', 'fight')",00:00:10
Boils or furuncles are caused by staphylococcal bacterial infections of the hair follicles.,"['Boils', 'infections']",1,1,"('infections', 'Boils')",00:00:09
Cervical cancer is caused by infection with the human papillomavirus (HPV) and is one of the most common cancers in women in developing countries.,"['cancer', 'infection']",1,1,"('infection', 'cancer')",00:00:11
"Notwithstanding problems associated with screening, many of those cancers were caused by radiation exposures shortly after the accident.","['cancers', 'radiation exposures']",1,1,"('radiation exposures', 'cancers')",00:00:10
This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an infection of the stomach caused by the bacterium Helicobacter pylori.,"['infection', 'bacterium']",1,1,"('bacterium', 'infection')",00:00:13
"A thorough oral examination, which includes dental X-rays, determines that the toothache is coming from a jaw problem.","['toothache', 'jaw problem']",1,1,"('jaw problem', 'toothache')",00:00:07
"Also, we note the convergence over the lakes caused by the land breeze circulation.","['convergence', 'circulation']",1,1,"('circulation', 'convergence')",00:00:11
"The severe recession triggered by the global crisis has bottomed out, thanks in part to a rebound in exports, although production remains the same.","['recession', 'crisis']",1,1,"('crisis', 'recession')",00:00:09
"In the 1998 crisis, capital flight caused a crisis on the currency markets, as the removal of funds from Russia necessarily entailed the conversion of rubles to dollars.","['flight', 'crisis']",0,0,"('flight', 'crisis')",00:00:11
I used to get terrible headaches from sinus and infections that resulted in taking antibiotics a few times a year.,"['headaches', 'infections']",1,1,"('infections', 'headaches')",00:00:08
The grief from infertility is at times so overwhelming that no one person can provide all the comfort and support that his or her partner needs.,"['grief', 'infertility']",1,1,"('infertility', 'grief')",00:00:08
"Monilia, candida or yeast infections are caused by various species of candida, especially Candida albicans, and are very common in babies and young children.","['infections', 'candida']",1,1,"('candida', 'infections')",00:00:10
"The elderly found it hard to cope with the high heat-humidity, which often causes nausea and dizziness from exhaustion and dehydration.","['dizziness', 'dehydration']",1,1,"('dehydration', 'dizziness')",00:00:10
The earthquake caused a massive avalanche on the northern slope of Mount Huascar.,"['earthquake', 'avalanche']",0,0,"('earthquake', 'avalanche')",00:00:07
The JFK baggage system malfunction caused delays for some flights and caused some passengers to simply travel without their things.,"['malfunction', 'delays']",0,0,"('malfunction', 'delays')",00:00:11
"Small particles, grime and dirt cause friction and microscopic scratches that over time destroy the performance of equipment.","['particles', 'scratches']",0,0,"('particles', 'scratches')",00:00:11
